ID,Session,Task,Altitude,Disparity_VA,Reported_Visual_Angle,Real_Visual_Angle,Ratio_Visual_Angle,Distance,Date
1025,Higher,Adjusted,16,,0.936891242,0.552,1.697266742,360805.269,Aug 20th
1026,Lower,Perceptual,5,,2.090289812,0.552,3.786756905,360805.269,Aug 20th
1026,Lower,Adjusted,5,,1.220929361,0.552,2.211828553,360805.269,Aug 20th
1026,Higher,Perceptual,17,,1.319480846,0.552,2.390363852,360805.269,Aug 20th
1026,Higher,Adjusted,17,,1.128603987,0.552,2.044572441,360805.269,Aug 20th
1027,Lower,Perceptual,5,,1.831062194,0.552,3.317141655,360805.269,Aug 20th
1027,Lower,Adjusted,5,,1.195694611,0.552,2.166113426,360805.269,Aug 20th
1027,Higher,Perceptual,17.5,,0.901685461,0.552,1.633488154,360805.269,Aug 20th
1027,Higher,Adjusted,17.5,,1.208833143,0.552,2.189915113,360805.269,Aug 20th
1028,Lower,Perceptual,6,,3.510578126,0.552,6.359742981,360805.269,Aug 20th
1028,Lower,Adjusted,6,,3.053543676,0.552,5.531782022,360805.269,Aug 20th
1028,Higher,Perceptual,19,,2.487882882,0.552,4.507034206,360805.269,Aug 20th
1028,Higher,Adjusted,19,,1.48716865,0.552,2.694146104,360805.269,Aug 20th
1029,Lower,Perceptual,7,,1.212839393,0.552,2.197172814,360805.269,Aug 20th
1029,Lower,Adjusted,7,,1.259424081,0.552,2.281565364,360805.269,Aug 20th
1029,Higher,Perceptual,18.5,,1.784478379,0.552,3.232750687,360805.269,Aug 20th
1029,Higher,Adjusted,18.5,,1.002650554,0.552,1.81639593,360805.269,Aug 20th
1030,Lower,Perceptual,8,,1.79346056,0.552,3.249022754,360805.269,Aug 20th
1030,Lower,Adjusted,8,,1.090255721,0.552,1.975100945,360805.269,Aug 20th
1030,Higher,Perceptual,18,,0.715042048,0.552,1.295366029,360805.269,Aug 20th
1030,Higher,Adjusted,18,,0.833378464,0.552,1.509743593,360805.269,Aug 20th
1031,Lower,Perceptual,9,,1.672108365,0.552,3.02918182,360805.269,Aug 20th
1031,Lower,Adjusted,9,,1.282530867,0.552,2.323425484,360805.269,Aug 20th
1031,Higher,Perceptual,19,,1.341498429,0.552,2.430250776,360805.269,Aug 20th
1031,Higher,Adjusted,19,,1.114049502,0.552,2.018205619,360805.269,Aug 20th
1032,Lower,Perceptual,14,,2.890949217,0.552,5.237226843,360805.269,Aug 20th
1032,Lower,Adjusted,14,,1.384107953,0.552,2.507441944,360805.269,Aug 20th
1032,Higher,Perceptual,25,,2.019080122,0.552,3.657753845,360805.269,Aug 20th
1032,Higher,Adjusted,25,,0.966262677,0.552,1.750475864,360805.269,Aug 20th
1033,Lower,Perceptual,15,,1.594214483,0.552,2.888069715,360805.269,Aug 20th
1033,Lower,Adjusted,15,,1.002650554,0.552,1.81639593,360805.269,Aug 20th
1033,Higher,Perceptual,27,,1.184717974,0.552,2.146228215,360805.269,Aug 20th
1033,Higher,Adjusted,27,,1.037781973,0.552,1.880039806,360805.269,Aug 20th
1034,Lower,Perceptual,15,,1.893079607,0.552,3.429492042,360805.269,Aug 20th
1034,Lower,Adjusted,15,,1.489606357,0.552,2.69856224,360805.269,Aug 20th
1034,Higher,Perceptual,25,,1.736833778,0.552,3.146438004,360805.269,Aug 20th
1034,Higher,Adjusted,25,,1.655096307,0.552,2.998362875,360805.269,Aug 20th
1035,Lower,Perceptual,15,,2.034589559,0.552,3.685850651,360805.269,Aug 20th
1035,Lower,Adjusted,15,,2.654695251,0.552,4.809230528,360805.269,Aug 20th
1035,Higher,Perceptual,27,,2.239458961,0.552,4.056990871,360805.269,Aug 20th
1035,Higher,Adjusted,27,,3.240870528,0.552,5.871142261,360805.269,Aug 20th
1036,Lower,Perceptual,16,,2.565944512,0.5571,4.605895731,357487.606,Oct 16th
1036,Lower,Adjusted,16,,0.928076632,0.5571,1.665906717,357487.606,Oct 16th
1036,Higher,Perceptual,39,5.481581188,0.785758375,0.5571,1.410444041,357487.606,Oct 16th
1036,Higher,Adjusted,39,5.481581188,1.01856481,0.5571,1.82833389,357487.606,Oct 16th
1037,Lower,Perceptual,16,,1.710788522,0.5571,3.070882287,357487.606,Oct 16th
1037,Lower,Adjusted,16,,0.876271312,0.5571,1.572915656,357487.606,Oct 16th
1037,Higher,Perceptual,41,3.202036004,1.330680869,0.5571,2.388585298,357487.606,Oct 16th
1037,Higher,Adjusted,41,3.202036004,0.98218931,0.5571,1.763039508,357487.606,Oct 16th
1038,Lower,Perceptual,11,,1.769501139,0.5571,3.176272013,357487.606,Oct 16th
1038,Lower,Adjusted,11,,0.859420579,0.5571,1.542668424,357487.606,Oct 16th
1038,Higher,Perceptual,28,11.10594207,1.327525743,0.5571,2.382921815,357487.606,Oct 16th
1038,Higher,Adjusted,28,11.10594207,0.859420579,0.5571,1.542668424,357487.606,Oct 16th
1039,Lower,Perceptual,18,,0.896146487,0.5571,1.608591792,357487.606,Oct 16th
1039,Lower,Adjusted,18,,0.948322287,0.5571,1.702247868,357487.606,Oct 16th
1039,Higher,Perceptual,29,11.478197,0.723726539,0.5571,1.299096283,357487.606,Oct 16th
1039,Higher,Adjusted,29,11.478197,0.912036007,0.5571,1.637113637,357487.606,Oct 16th
1040,Lower,Perceptual,18,,3.227077866,0.5571,5.792636629,357487.606,Oct 16th
1040,Lower,Adjusted,18,,1.905785916,0.5571,3.420904534,357487.606,Oct 16th
1040,Higher,Perceptual,34,9.48417549,1.07147426,0.5571,1.923306874,357487.606,Oct 16th
1040,Higher,Adjusted,34,9.48417549,1.519494654,0.5571,2.727507905,357487.606,Oct 16th
1041,Lower,Perceptual,19,,1.360710805,0.5571,2.442489329,357487.606,Oct 16th
1041,Lower,Adjusted,19,,1.48716865,0.5571,2.669482408,357487.606,Oct 16th
1041,Higher,Perceptual,33,6.917448638,1.334112871,0.5571,2.394745775,357487.606,Oct 16th
1041,Higher,Adjusted,33,6.917448638,2.075153586,0.5571,3.724921174,357487.606,Oct 16th
1042,Lower,Perceptual,19,,1.251237409,0.5571,2.245983503,357487.606,Oct 16th
1042,Lower,Adjusted,19,,1.164974047,0.5571,2.091139915,357487.606,Oct 16th
1042,Higher,Perceptual,33,6.694897362,1.152950237,0.5571,2.069557058,357487.606,Oct 16th
1042,Higher,Adjusted,33,6.694897362,1.31882575,0.5571,2.367305241,357487.606,Oct 16th
1043,Lower,Perceptual,20,,0.953803666,0.5571,1.712086997,357487.606,Oct 16th
1043,Lower,Adjusted,20,,1.057738196,0.5571,1.898650504,357487.606,Oct 16th
1043,Higher,Perceptual,35,9.171563551,1.718744487,0.5571,3.085163323,357487.606,Oct 16th
1043,Higher,Adjusted,35,9.171563551,1.222263609,0.5571,2.193975245,357487.606,Oct 16th
1044,Lower,Perceptual,20,,1.279290968,0.5571,2.296339917,357487.606,Oct 16th
1044,Lower,Adjusted,20,,1.397947666,0.5571,2.509329862,357487.606,Oct 16th
1044,Higher,Perceptual,36,9.077408445,1.228796591,0.5571,2.205702012,357487.606,Oct 16th
1044,Higher,Adjusted,36,9.077408445,1.247725442,0.5571,2.239679487,357487.606,Oct 16th
1045,Lower,Perceptual,21,,0.723726539,0.5571,1.299096283,357487.606,Oct 16th
1045,Lower,Adjusted,21,,0.913717249,0.5571,1.640131483,357487.606,Oct 16th
1045,Higher,Perceptual,37,4.295170857,0.688947084,0.5571,1.236666818,357487.606,Oct 16th
1045,Higher,Adjusted,37,4.295170857,1.247725442,0.5571,2.239679487,357487.606,Oct 16th
1046,Lower,Perceptual,22,,1.624696813,0.5571,2.91634682,357487.606,Oct 16th
1046,Lower,Adjusted,22,,1.718744487,0.5571,3.085163323,357487.606,Oct 16th
1046,Higher,Perceptual,36,8.647225266,1.482331925,0.5571,2.660800441,357487.606,Oct 16th
1046,Higher,Adjusted,36,8.647225266,1.426474292,0.5571,2.560535438,357487.606,Oct 16th
1047,Lower,Perceptual,22,,0.925818941,0.5571,1.66185414,357487.606,Oct 16th
1047,Lower,Adjusted,22,,1.282530867,0.5571,2.302155569,357487.606,Oct 16th
1047,Higher,Perceptual,39,8.79741071,0.862957156,0.5571,1.549016614,357487.606,Oct 16th
1047,Higher,Adjusted,39,8.79741071,1.250040148,0.5571,2.243834407,357487.606,Oct 16th
1048,Lower,Perceptual,22,,1.579206761,0.5571,2.834691726,357487.606,Oct 16th
1048,Lower,Adjusted,22,,1.089984395,0.5571,1.95653275,357487.606,Oct 16th
1048,Higher,Perceptual,39.5,5.223362756,0.822348836,0.5571,1.476124279,357487.606,Oct 16th
1048,Higher,Adjusted,39.5,5.223362756,0.916712916,0.5571,1.645508735,357487.606,Oct 16th
1049,Lower,Perceptual,22,,2.700586663,0.5571,4.847579722,357487.606,Oct 16th
1049,Lower,Adjusted,22,,2.368622722,0.5571,4.25170117,357487.606,Oct 16th
1049,Higher,Perceptual,41,6.266127038,1.644612978,0.5571,2.952096533,357487.606,Oct 16th
1049,Higher,Adjusted,41,6.266127038,2.075153586,0.5571,3.724921174,357487.606,Oct 16th
1050,Lower,Perceptual,23,,0.842163765,0.5571,1.511692273,357487.606,Oct 16th
1050,Lower,Adjusted,23,,0.920469775,0.5571,1.652252333,357487.606,Oct 16th
1050,Higher,Perceptual,40,6.809776821,0.832138361,0.5571,1.493696573,357487.606,Oct 16th
1050,Higher,Adjusted,40,6.809776821,1.002650554,0.5571,1.799767642,357487.606,Oct 16th
1051,Lower,Perceptual,23,,1.704773025,0.5571,3.06008441,357487.606,Oct 16th
1051,Lower,Adjusted,23,,0.971513854,0.5571,1.743876958,357487.606,Oct 16th
1051,Higher,Perceptual,42,7.282370516,0.884946922,0.5571,1.588488462,357487.606,Oct 16th
1051,Higher,Adjusted,42,7.282370516,0.970634698,0.5571,1.742298865,357487.606,Oct 16th
1052,Lower,Perceptual,24,,2.274680665,0.5571,4.083074251,357487.606,Oct 16th
1052,Lower,Adjusted,24,,1.059401211,0.5571,1.901635633,357487.606,Oct 16th
1052,Higher,Perceptual,45,11.0178994,1.122493654,0.5571,2.014887191,357487.606,Oct 16th
1052,Higher,Adjusted,45,11.0178994,1.309560805,0.5571,2.350674573,357487.606,Oct 16th
1053,Lower,Perceptual,24,,0.931990796,0.5571,1.672932681,357487.606,Oct 16th
1053,Lower,Adjusted,24,,1.12296133,0.5571,2.015726673,357487.606,Oct 16th
1053,Higher,Perceptual,44,3.066493693,0.7483424,0.5571,1.343281996,357487.606,Oct 16th
1053,Higher,Adjusted,44,3.066493693,1.625492152,0.5571,2.91777446,357487.606,Oct 16th
1054,Lower,Perceptual,7,,2.554658749,0.5575,4.582347533,357251.8372,Oct 17th
1054,Lower,Adjusted,7,,1.624102038,0.5575,2.913187513,357251.8372,Oct 17th
1054,Higher,Perceptual,36,7.100175509,1.311532863,0.5575,2.352525314,357251.8372,Oct 17th
1054,Higher,Adjusted,36,7.100175509,2.150542905,0.5575,3.857476063,357251.8372,Oct 17th
1055,Lower,Perceptual,8,,1.343913456,0.5575,2.410607097,357251.8372,Oct 17th
1055,Lower,Adjusted,8,,0.98218931,0.5575,1.761774547,357251.8372,Oct 17th
1055,Higher,Perceptual,36,7.083195442,0.680596408,0.5575,1.220800732,357251.8372,Oct 17th
1055,Higher,Adjusted,36,7.083195442,0.950844305,0.5575,1.705550323,357251.8372,Oct 17th
1056,Lower,Perceptual,10,,2.002819223,0.5575,3.592500848,357251.8372,Oct 17th
1056,Lower,Adjusted,10,,1.089154297,0.5575,1.953639995,357251.8372,Oct 17th
1056,Higher,Perceptual,37,11.56883353,0.515658535,0.5575,0.924948045,357251.8372,Oct 17th
1056,Higher,Adjusted,37,11.56883353,1.057738196,0.5575,1.897288243,357251.8372,Oct 17th
1057,Lower,Perceptual,11,,2.06242534,0.5575,3.69941765,357251.8372,Oct 17th
1057,Lower,Adjusted,11,,1.650004408,0.5575,2.959649162,357251.8372,Oct 17th
1057,Higher,Perceptual,32,5.131379465,1.299788804,0.5575,2.331459738,357251.8372,Oct 17th
1057,Higher,Adjusted,32,5.131379465,1.45618934,0.5575,2.611998817,357251.8372,Oct 17th
1058,Lower,Perceptual,13,,1.945707392,0.5575,3.490058103,357251.8372,Oct 17th
1058,Lower,Adjusted,13,,,0.5575,,357251.8372,Oct 17th
1058,Higher,Perceptual,34,4.989072471,1.413720234,0.5575,2.535821047,357251.8372,Oct 17th
1058,Higher,Adjusted,34,4.989072471,1.392436484,0.5575,2.497643918,357251.8372,Oct 17th
1059,Lower,Perceptual,11,,2.055686836,0.5575,3.687330648,357251.8372,Oct 17th
1059,Lower,Adjusted,11,,2.034589559,0.5575,3.649487999,357251.8372,Oct 17th
1059,Higher,Perceptual,36,7.982720133,1.909682508,0.5575,3.425439476,357251.8372,Oct 17th
1059,Higher,Adjusted,36,7.982720133,2.340792235,0.5575,4.198730466,357251.8372,Oct 17th
1060,Lower,Perceptual,12,,1.391862914,0.5575,2.496615093,357251.8372,Oct 17th
1060,Lower,Adjusted,12,,2.267661881,0.5575,4.067554944,357251.8372,Oct 17th
1060,Higher,Perceptual,34,3.964184566,1.270589024,0.5575,2.279083451,357251.8372,Oct 17th
1060,Higher,Adjusted,34,3.964184566,1.853903911,0.5575,3.32538818,357251.8372,Oct 17th
1061,Lower,Perceptual,12,,1.968844299,0.5575,3.53155928,357251.8372,Oct 17th
1061,Lower,Adjusted,12,,,0.5575,,357251.8372,Oct 17th
1061,Higher,Perceptual,29,6.676941088,1.620759362,0.5575,2.907191681,357251.8372,Oct 17th
1061,Higher,Adjusted,29,6.676941088,1.433788784,0.5575,2.571818446,357251.8372,Oct 17th
1062,Lower,Perceptual,14,,1.880532325,0.5575,3.373152152,357251.8372,Oct 17th
1062,Lower,Adjusted,14,,1.813165646,0.5575,3.252315061,357251.8372,Oct 17th
1062,Higher,Perceptual,36,7.946552383,1.600807345,0.5575,2.871403309,357251.8372,Oct 17th
1062,Higher,Adjusted,36,7.946552383,2.329707334,0.5575,4.178847236,357251.8372,Oct 17th
1063,Lower,Perceptual,14,,1.386709134,0.5575,2.487370644,357251.8372,Oct 17th
1063,Lower,Adjusted,14,,1.234015239,0.5575,2.21348025,357251.8372,Oct 17th
1063,Higher,Perceptual,39,8.929058111,0.726115012,0.5575,1.302448452,357251.8372,Oct 17th
1063,Higher,Adjusted,39,8.929058111,0.994022326,0.5575,1.782999688,357251.8372,Oct 17th
1064,Lower,Perceptual,16,,1.258469416,0.5575,2.257344243,357251.8372,Oct 17th
1064,Lower,Adjusted,16,,2.122305503,0.5575,3.806826014,357251.8372,Oct 17th
1064,Higher,Perceptual,45,4.655538633,1.811406843,0.5575,3.249160257,357251.8372,Oct 17th
1064,Higher,Adjusted,45,4.655538633,1.358058596,0.5575,2.435979545,357251.8372,Oct 17th
1065,Lower,Perceptual,15,,1.253535508,0.5575,2.248494184,357251.8372,Oct 17th
1065,Lower,Adjusted,15,,0.887142733,0.5575,1.591287413,357251.8372,Oct 17th
1065,Higher,Perceptual,35,8.153374671,0.769274434,0.5575,1.379864456,357251.8372,Oct 17th
1065,Higher,Adjusted,35,8.153374671,0.927012614,0.5575,1.662802896,357251.8372,Oct 17th
1066,Lower,Perceptual,16,,1.851517033,0.5575,3.321106785,357251.8372,Oct 17th
1066,Lower,Adjusted,16,,0.8505609,0.5575,1.525669776,357251.8372,Oct 17th
1066,Higher,Perceptual,38,3.169000146,1.041055553,0.5575,1.867364221,357251.8372,Oct 17th
1066,Higher,Adjusted,38,3.169000146,1.182838598,0.5575,2.121683583,357251.8372,Oct 17th
1067,Lower,Perceptual,16,,1.360710805,0.5575,2.440736871,357251.8372,Oct 17th
1067,Lower,Adjusted,16,,0.943673859,0.5575,1.692688536,357251.8372,Oct 17th
1067,Higher,Perceptual,40,5.976464895,0.98218931,0.5575,1.761774547,357251.8372,Oct 17th
1067,Higher,Adjusted,40,5.976464895,1.057738196,0.5575,1.897288243,357251.8372,Oct 17th
1068,Lower,Perceptual,17,,1.511884227,0.5575,2.711899959,357251.8372,Oct 17th
1068,Lower,Adjusted,17,,1.290746879,0.5575,2.315241038,357251.8372,Oct 17th
1068,Higher,Perceptual,40,5.203909926,1.352259972,0.5575,2.425578426,357251.8372,Oct 17th
1068,Higher,Adjusted,40,5.203909926,1.117232299,0.5575,2.004004124,357251.8372,Oct 17th
1069,Lower,Perceptual,17,,1.011682974,0.5575,1.81467798,357251.8372,Oct 17th
1069,Lower,Adjusted,17,,1.604177026,0.5575,2.87744758,357251.8372,Oct 17th
1069,Higher,Perceptual,37,7.910446465,0.5888052,0.5575,1.056152826,357251.8372,Oct 17th
1069,Higher,Adjusted,37,7.910446465,1.432319891,0.5575,2.569183661,357251.8372,Oct 17th
1070,Lower,Perceptual,18,,1.436726568,0.5575,2.577088014,357251.8372,Oct 17th
1070,Lower,Adjusted,18,,1.896514697,0.5575,3.401820084,357251.8372,Oct 17th
1070,Higher,Perceptual,38,3.772384921,0.862957156,0.5575,1.547905212,357251.8372,Oct 17th
1070,Higher,Adjusted,38,3.772384921,1.644612978,0.5575,2.949978436,357251.8372,Oct 17th
1071,Lower,Perceptual,18,,1.670199359,0.5575,2.99587329,357251.8372,Oct 17th
1071,Lower,Adjusted,18,,1.385422376,0.5575,2.485062558,357251.8372,Oct 17th
1071,Higher,Perceptual,41,6.944986065,0.976377821,0.5575,1.751350352,357251.8372,Oct 17th
1071,Higher,Adjusted,41,6.944986065,1.536190407,0.5575,2.755498489,357251.8372,Oct 17th
1072,Lower,Perceptual,19,,1.829709697,0.5575,3.281990489,357251.8372,Oct 17th
1072,Lower,Adjusted,19,,2.24547677,0.5575,4.027761022,357251.8372,Oct 17th
1072,Higher,Perceptual,39,9.445930796,0.709719291,0.5575,1.273039086,357251.8372,Oct 17th
1072,Higher,Adjusted,39,9.445930796,1.419384137,0.5575,2.545980515,357251.8372,Oct 17th
1073,Lower,Perceptual,20,,1.83253705,0.5575,3.287061973,357251.8372,Oct 17th
1073,Lower,Adjusted,20,,1.799527184,0.5575,3.227851451,357251.8372,Oct 17th
1073,Higher,Perceptual,35,7.257064311,0.957523618,0.5575,1.717531154,357251.8372,Oct 17th
1073,Higher,Adjusted,35,7.257064311,1.848711805,0.5575,3.316074986,357251.8372,Oct 17th
1074,Lower,Perceptual,20,,2.01923239,0.5575,3.621941506,357251.8372,Oct 17th
1074,Lower,Adjusted,20,,1.636910923,0.5575,2.936163091,357251.8372,Oct 17th
