ID,Date,Real_Visual_Angle,Distance,Elevation,Task,Reported_Visual_Angle,Ratio_Visual_Angle,Study,Iteration,TransformID,TransformLabel
3,02/16/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.496560314362531,1.33923513629716,QuadStudy,1,2,absElevation
3,02/16/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,1.16497404686829,1.01066199885862,QuadStudy,1,2,absElevation
3,02/16/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,0.620698207619945,1.3400327426618,QuadStudy,1,2,absElevation
3,02/16/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,0.744834644033682,1.09431340288535,QuadStudy,1,2,absElevation
4,02/16/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,5.10384961451967,2.15954658444248,QuadStudy,1,2,absElevation
4,02/16/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,8.87294897131473,1.20908579374696,QuadStudy,1,2,absElevation
4,02/16/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,5.10384961451967,1.72880629343539,QuadStudy,1,2,absElevation
4,02/16/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,6.79835621592639,1.56750130589821,QuadStudy,1,2,absElevation
4,02/16/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.96807807089276,2.61092989052648,QuadStudy,1,2,absElevation
4,02/16/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,1.8767628864129,1.62816754181321,QuadStudy,1,2,absElevation
4,02/16/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,0.948322286999679,2.04734426420899,QuadStudy,1,2,absElevation
4,02/16/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.20514265306009,1.77059937825989,QuadStudy,1,2,absElevation
5,02/23/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,8.27145573535847,3.4998276459487,QuadStudy,1,2,absElevation
5,02/23/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,8.79741070999106,1.19879245847071,QuadStudy,1,2,absElevation
5,02/23/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,7.20255623444688,2.43969268050347,QuadStudy,1,2,absElevation
5,02/23/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,8.79741070999106,2.02842456888746,QuadStudy,1,2,absElevation
5,02/23/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.95507883796131,5.27289474872778,QuadStudy,1,2,absElevation
5,02/23/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.16335979634022,1.87680192695896,QuadStudy,1,2,absElevation
5,02/23/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.95507883796131,4.22084295586929,QuadStudy,1,2,absElevation
5,02/23/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.16335979634022,3.17841502051744,QuadStudy,1,2,absElevation
6,02/23/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,7.16426884703724,3.03135348554015,QuadStudy,1,2,absElevation
6,02/23/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,9.610547548445,1.30959577796746,QuadStudy,1,2,absElevation
6,02/23/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,8.36983225023683,2.83507935422774,QuadStudy,1,2,absElevation
6,02/23/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,9.610547548445,2.21591004562145,QuadStudy,1,2,absElevation
6,02/23/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,2.27290029227217,6.13006687137032,QuadStudy,1,2,absElevation
6,02/23/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.51502055904088,2.18188183007493,QuadStudy,1,2,absElevation
6,02/23/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,2.51502055904088,5.42970779713604,QuadStudy,1,2,absElevation
6,02/23/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.51502055904088,3.69507611969534,QuadStudy,1,2,absElevation
7,02/23/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,3.79756844106824,1.6068314263737,QuadStudy,1,2,absElevation
7,02/23/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,11.1744879284087,1.52270847610136,QuadStudy,1,2,absElevation
7,02/23/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,5.06612767562011,1.71602889396331,QuadStudy,1,2,absElevation
7,02/23/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,6.43278161567526,1.48321053838084,QuadStudy,1,2,absElevation
7,02/23/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.19569461087798,3.22481718504764,QuadStudy,1,2,absElevation
7,02/23/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.67746756199938,2.32281116078403,QuadStudy,1,2,absElevation
7,02/23/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.22060305031885,2.63517444249113,QuadStudy,1,2,absElevation
7,02/23/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.79346056011619,2.63495789864557,QuadStudy,1,2,absElevation
30337,03/07/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,6.6769410875287,2.82515481629317,QuadStudy,1,2,absElevation
30337,03/07/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,11.2492560828918,1.53289687160578,QuadStudy,1,2,absElevation
30337,03/07/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,8.95804615329769,3.03432266551279,QuadStudy,1,2,absElevation
30337,03/07/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,11.2492560828918,2.59374811208145,QuadStudy,1,2,absElevation
30337,03/07/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.05907364760119,2.85634715415135,QuadStudy,1,2,absElevation
30337,03/07/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,3.29793706632949,2.86109349519555,QuadStudy,1,2,absElevation
30337,03/07/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.4149602132169,3.05477443304517,QuadStudy,1,2,absElevation
30337,03/07/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.86628839621584,2.74195678462029,QuadStudy,1,2,absElevation
8,03/07/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,4.78494655580969,2.02461196386781,QuadStudy,1,2,absElevation
8,03/07/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,10.1765203950752,1.38671892278881,QuadStudy,1,2,absElevation
8,03/07/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,6.03793344657877,2.04520472391932,QuadStudy,1,2,absElevation
8,03/07/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,8.10206608234819,1.868098516933,QuadStudy,1,2,absElevation
8,03/07/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.49117583849202,4.02173717782829,QuadStudy,1,2,absElevation
8,03/07/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.58964224140539,2.24661915092723,QuadStudy,1,2,absElevation
8,03/07/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.27929096791041,2.76187648578024,QuadStudy,1,2,absElevation
8,03/07/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.68735647370734,2.47906944100173,QuadStudy,1,2,absElevation
9,03/08/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,3.06760678295177,1.29796922928333,QuadStudy,1,2,absElevation
9,03/08/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,9.77680189624951,1.33225067779039,QuadStudy,1,2,absElevation
9,03/08/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,6.77711398144701,2.29558435051132,QuadStudy,1,2,absElevation
9,03/08/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,7.78325049031586,1.79458900360673,QuadStudy,1,2,absElevation
9,03/08/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.723726539416115,1.95190792059389,QuadStudy,1,2,absElevation
9,03/08/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,1.83933809879903,1.59570002825926,QuadStudy,1,2,absElevation
9,03/08/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,0.738803762095228,1.59501222889872,QuadStudy,1,2,absElevation
9,03/08/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.08557176724372,1.59492545654874,QuadStudy,1,2,absElevation
10,03/08/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,9.52728338145235,4.03119485082387,QuadStudy,1,2,absElevation
10,03/08/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,13.7273838292541,1.87058269205886,QuadStudy,1,2,absElevation
10,03/08/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,10.937742538026,3.70489719797416,QuadStudy,1,2,absElevation
10,03/08/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,11.6312530589825,2.68182539721525,QuadStudy,1,2,absElevation
10,03/08/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.29440514759931,3.49104188177894,QuadStudy,1,2,absElevation
10,03/08/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.58848005903914,2.24561091082396,QuadStudy,1,2,absElevation
10,03/08/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.72935241528148,3.73351949728426,QuadStudy,1,2,absElevation
10,03/08/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.01575467142859,2.96155310650843,QuadStudy,1,2,absElevation
12,03/13/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,3.71397221878404,1.57146009885798,QuadStudy,1,2,absElevation
12,03/13/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,6.16230166619986,0.839715344410625,QuadStudy,1,2,absElevation
12,03/13/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,4.6259102082723,1.56691581550073,QuadStudy,1,2,absElevation
12,03/13/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,6.16230166619986,1.42084580482529,QuadStudy,1,2,absElevation
12,03/13/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.877324481678558,2.36616527300612,QuadStudy,1,2,absElevation
12,03/13/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,1.45917301262444,1.26589147422123,QuadStudy,1,2,absElevation
12,03/13/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.09216772520983,2.35789389157664,QuadStudy,1,2,absElevation
12,03/13/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.45917301262444,2.14382158192323,QuadStudy,1,2,absElevation
13,03/13/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,9.96067333596166,4.21457129540595,QuadStudy,1,2,absElevation
13,03/13/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,14.6528133203391,1.99668773947914,QuadStudy,1,2,absElevation
13,03/13/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,9.96067333596166,3.373938507333,QuadStudy,1,2,absElevation
13,03/13/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,14.6528133203391,3.37850846369402,QuadStudy,1,2,absElevation
13,03/13/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.60417702561128,4.32650410312654,QuadStudy,1,2,absElevation
13,03/13/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,3.10957882152719,2.69768511652381,QuadStudy,1,2,absElevation
13,03/13/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.9969649918728,4.31127147171888,QuadStudy,1,2,absElevation
13,03/13/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.66786417897555,3.91963444707686,QuadStudy,1,2,absElevation
14,04/16/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,6.12581160273117,2.59196028934353,QuadStudy,1,2,absElevation
14,04/16/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,10.3652931058766,1.41244232135843,QuadStudy,1,2,absElevation
14,04/16/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,6.91733857930066,2.34308206019582,QuadStudy,1,2,absElevation
14,04/16/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,10.3652931058766,2.389932207644,QuadStudy,1,2,absElevation
14,04/16/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.22628390640326,3.30731725236499,QuadStudy,1,2,absElevation
14,04/16/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.16090041902653,1.87466831788974,QuadStudy,1,2,absElevation
14,04/16/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.90968250774438,4.12283627864586,QuadStudy,1,2,absElevation
14,04/16/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.45228701198675,3.60290779495134,QuadStudy,1,2,absElevation
15,04/16/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,9.61590792606094,4.06869376773215,QuadStudy,1,2,absElevation
15,04/16/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,11.0393360375014,1.50429179954633,QuadStudy,1,2,absElevation
15,04/16/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,8.23211769264195,2.78843186030661,QuadStudy,1,2,absElevation
15,04/16/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,9.61590792606094,2.21714599128923,QuadStudy,1,2,absElevation
15,04/16/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.30650134849125,3.52366562713602,QuadStudy,1,2,absElevation
15,04/16/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.30223086573137,1.99727818387798,QuadStudy,1,2,absElevation
15,04/16/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.74551209902246,3.76840683070674,QuadStudy,1,2,absElevation
15,04/16/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.03458955947317,2.9892253832938,QuadStudy,1,2,absElevation
16,04/18/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,6.57224949843447,2.78085759346648,QuadStudy,1,2,absElevation
16,04/18/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,10.474952133625,1.42738517440936,QuadStudy,1,2,absElevation
16,04/18/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,8.57830665763804,2.90569504527595,QuadStudy,1,2,absElevation
16,04/18/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,9.84964388141976,2.27103863880923,QuadStudy,1,2,absElevation
16,04/18/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.935810261301848,2.52390283031735,QuadStudy,1,2,absElevation
16,04/18/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.05287912186776,1.78095548334268,QuadStudy,1,2,absElevation
16,04/18/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.3750327092782,2.96857446991691,QuadStudy,1,2,absElevation
16,04/18/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.81421475686113,2.66545002981324,QuadStudy,1,2,absElevation
18,04/19/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,7.66121700737146,3.2416227495956,QuadStudy,1,2,absElevation
18,04/19/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,12.8990694076846,1.75771117627384,QuadStudy,1,2,absElevation
18,04/19/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,8.9497930124922,3.03152711257868,QuadStudy,1,2,absElevation
18,04/19/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,10.2756446194628,2.36926189925441,QuadStudy,1,2,absElevation
18,04/19/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.21562137158315,3.27856013895891,QuadStudy,1,2,absElevation
18,04/19/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,1.62410203838201,1.408974059872,QuadStudy,1,2,absElevation
18,04/19/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.43481062193527,3.09762971651673,QuadStudy,1,2,absElevation
18,04/19/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.43481062193527,2.1080282808583,QuadStudy,1,2,absElevation
19,04/19/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,3.44501225479606,1.45765745664657,QuadStudy,1,2,absElevation
19,04/19/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,8.57004932411535,1.16781071580571,QuadStudy,1,2,absElevation
19,04/19/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,5.71652739371184,1.93633615432749,QuadStudy,1,2,absElevation
19,04/19/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,4.29102481325839,0.989384313617874,QuadStudy,1,2,absElevation
19,04/19/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.01302942083891,2.73216476478171,QuadStudy,1,2,absElevation
19,04/19/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.24172275062063,1.94478495217949,QuadStudy,1,2,absElevation
19,04/19/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.35344605518774,2.92197078566165,QuadStudy,1,2,absElevation
19,04/19/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.02590052632231,2.97645942844561,QuadStudy,1,2,absElevation
21,05/15/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,10.138840265225,4.28995748673429,QuadStudy,1,2,absElevation
21,05/15/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,13.7948551155035,1.87977676879183,QuadStudy,1,2,absElevation
21,05/15/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,11.9699046302308,4.05451727999474,QuadStudy,1,2,absElevation
21,05/15/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,13.7948551155035,3.18068849607665,QuadStudy,1,2,absElevation
21,05/15/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.50623777298719,4.06235957819557,QuadStudy,1,2,absElevation
21,05/15/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,3.04889441703089,2.64503894666909,QuadStudy,1,2,absElevation
21,05/15/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,2.25457520039089,4.86742921475774,QuadStudy,1,2,absElevation
21,05/15/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,2.49474456938856,3.66528657189297,QuadStudy,1,2,absElevation
22,05/15/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,16.4384184977981,6.95544210777006,QuadStudy,1,2,absElevation
22,05/15/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,18.9246444160512,2.57879525613566,QuadStudy,1,2,absElevation
22,05/15/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,13.9365134827571,4.72065872571857,QuadStudy,1,2,absElevation
22,05/15/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,18.9246444160512,4.36346726967987,QuadStudy,1,2,absElevation
22,05/15/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,2.73694446146761,7.38160518042381,QuadStudy,1,2,absElevation
22,05/15/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,4.83543823026369,4.19493780165577,QuadStudy,1,2,absElevation
22,05/15/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,4.19980903529035,9.06701767642596,QuadStudy,1,2,absElevation
22,05/15/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,4.83543823026369,7.10424106422535,QuadStudy,1,2,absElevation
23,05/15/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,3.55906618049237,1.50591608185744,QuadStudy,1,2,absElevation
23,05/15/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,11.3345713564783,1.54452248622573,QuadStudy,1,2,absElevation
23,05/15/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,6.72779349945773,2.27887822354869,QuadStudy,1,2,absElevation
23,05/15/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,7.86035109145096,1.81236613812664,QuadStudy,1,2,absElevation
23,05/15/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.682292822890108,1.84016018845738,QuadStudy,1,2,absElevation
23,05/15/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,3.3230980998697,2.88292170717971,QuadStudy,1,2,absElevation
23,05/15/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.42576032574527,3.07809092443306,QuadStudy,1,2,absElevation
23,05/15/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.88053232451094,2.76288400889473,QuadStudy,1,2,absElevation
24,05/17/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,3.42829771129073,1.45058518021532,QuadStudy,1,2,absElevation
24,05/17/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,6.48098529659251,0.883141250662667,QuadStudy,1,2,absElevation
24,05/17/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,4.35406784022052,1.47483575197901,QuadStudy,1,2,absElevation
24,05/17/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,5.80045148515443,1.33741377900714,QuadStudy,1,2,absElevation
24,05/17/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.606655527170763,1.63616457883665,QuadStudy,1,2,absElevation
24,05/17/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,1.21327705058698,1.05256680388019,QuadStudy,1,2,absElevation
24,05/17/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,0.825719001432256,1.7826545728238,QuadStudy,1,2,absElevation
24,05/17/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.0279261189529,1.51023228867857,QuadStudy,1,2,absElevation
27,05/31/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,4.69925570146253,1.98835435327973,QuadStudy,1,2,absElevation
27,05/31/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,9.97872513928441,1.35976605349807,QuadStudy,1,2,absElevation
27,05/31/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,11.7812528324082,3.99061602114577,QuadStudy,1,2,absElevation
27,05/31/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,11.7812528324082,2.71641094014082,QuadStudy,1,2,absElevation
27,05/31/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,1.48233192547313,3.99788493125386,QuadStudy,1,2,absElevation
27,05/31/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.21879730851814,1.92489620598612,QuadStudy,1,2,absElevation
27,05/31/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.72783699880744,3.73024784663496,QuadStudy,1,2,absElevation
27,05/31/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.95514241782868,2.87250139278273,QuadStudy,1,2,absElevation
28,05/31/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,3.47943512033849,1.47222249819823,QuadStudy,1,2,absElevation
28,05/31/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,7.68490625582972,1.04719535863893,QuadStudy,1,2,absElevation
28,05/31/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,5.21288254174861,1.76573857495263,QuadStudy,1,2,absElevation
28,05/31/0024,4.33706574300479,34.3088412185547,4.35018743835925,Perceptual,6.57750564887419,1.51657965053515,QuadStudy,1,2,absElevation
28,05/31/0024,0.370779037156586,62.8626390740955,2.55799716828007,Perceptual,0.838042729434726,2.26022144040686,QuadStudy,1,2,absElevation
28,05/31/0024,1.15268412998999,20.3939057406864,7.90728638048713,Perceptual,2.08636199879084,1.81000323029429,QuadStudy,1,2,absElevation
28,05/31/0024,0.463196299507583,50.3482302703879,3.19439921406215,Perceptual,1.62469681337902,3.50757727362289,QuadStudy,1,2,absElevation
28,05/31/0024,0.680641068700974,34.3248523865726,4.68839802993912,Perceptual,1.8384381612317,2.70103913174152,QuadStudy,1,2,absElevation
29,05/31/0024,2.36338945002999,62.8538979360867,2.37295022764419,Perceptual,8.98516295983063,3.80181224880927,QuadStudy,1,2,absElevation
29,05/31/0024,7.33856027190383,20.3669459114517,7.34107517941272,Perceptual,12.8087054527683,1.74539759546668,QuadStudy,1,2,absElevation
29,05/31/0024,2.95223914553063,50.3373160365151,2.96346826953653,Perceptual,10.4942778032329,3.55468418577136,QuadStudy,1,2,absElevation
