"","ID","Gender","Date","Time","Age","Version","Measurement","Reported_Visual_Angle","Real_Visual_Angle","Task","Ratio_Visual_Angle","Ground_Distance","Width","Ground_Elevation","Template_Size","Arm_Length","Observer_Distance","Observer_Elevation"
"25",4,"Male","2/16/24","15:30",21,1,"Stick1_Perceptual_VA",5.10384961451967,2.36338945002999,"Perceptual",2.15954658444248,6280,14,3.45399333027635,5.17,58,6285.38979360867,2.37295022764419
"26",4,"Male","2/16/24","15:30",21,1,"Stick2_Perceptual_VA",8.87294897131473,7.33856027190383,"Perceptual",1.20908579374696,2020,14,10.6276013401091,9,58,2036.69459114517,7.34107517941272
"27",4,"Male","2/16/24","15:30",21,1,"Stick3_Perceptual_VA",5.10384961451967,2.95223914553063,"Perceptual",1.72880629343539,5027,14,4.31199036449732,5.17,58,5033.73160365151,2.96346826953653
"28",4,"Male","2/16/24","15:30",21,1,"Stick4_Perceptual_VA",6.79835621592639,4.33706574300479,"Perceptual",1.56750130589821,3421,14,6.32247066698118,6.89,58,3430.88412185547,4.35018743835925
"29",4,"Male","2/16/24","15:30",21,1,"Lamp1_Perceptual_VA",0.96807807089276,0.370779037156586,"Perceptual",2.61092989052648,6280,40.64,3.6386740079785,0.98,58,6286.26390740955,2.55799716828007
"30",4,"Male","2/16/24","15:30",21,1,"Lamp2_Perceptual_VA",1.8767628864129,1.15268412998999,"Perceptual",1.62816754181321,2020,40.64,11.1833285742305,1.9,58,2039.39057406864,7.90728638048713
"31",4,"Male","2/16/24","15:30",21,1,"Lamp3_Perceptual_VA",0.948322286999679,0.463196299507583,"Perceptual",2.04734426420899,5027,40.64,4.54220950068023,0.96,58,5034.82302703879,3.19439921406215
"32",4,"Male","2/16/24","15:30",21,1,"Lamp4_Perceptual_VA",1.20514265306009,0.680641068700974,"Perceptual",1.77059937825989,3421,40.64,6.65844569578084,1.22,58,3432.48523865726,4.68839802993912
"33",5,"Male","2/23/24","14:25",23,1,"Stick1_Perceptual_VA",8.27145573535847,2.36338945002999,"Perceptual",3.4998276459487,6280,14,3.45399333027635,10.34,71.5,6285.38979360867,2.37295022764419
"34",5,"Male","2/23/24","14:25",23,1,"Stick2_Perceptual_VA",8.79741070999106,7.33856027190383,"Perceptual",1.19879245847071,2020,14,10.6276013401091,11,71.5,2036.69459114517,7.34107517941272
"35",5,"Male","2/23/24","14:25",23,1,"Stick3_Perceptual_VA",7.20255623444688,2.95223914553063,"Perceptual",2.43969268050347,5027,14,4.31199036449732,9,71.5,5033.73160365151,2.96346826953653
"36",5,"Male","2/23/24","14:25",23,1,"Stick4_Perceptual_VA",8.79741070999106,4.33706574300479,"Perceptual",2.02842456888746,3421,14,6.32247066698118,11,71.5,3430.88412185547,4.35018743835925
"37",5,"Male","2/23/24","14:25",23,1,"Lamp1_Perceptual_VA",1.95507883796131,0.370779037156586,"Perceptual",5.27289474872778,6280,40.64,3.6386740079785,2.44,71.5,6286.26390740955,2.55799716828007
"38",5,"Male","2/23/24","14:25",23,1,"Lamp2_Perceptual_VA",2.16335979634022,1.15268412998999,"Perceptual",1.87680192695896,2020,40.64,11.1833285742305,2.7,71.5,2039.39057406864,7.90728638048713
"39",5,"Male","2/23/24","14:25",23,1,"Lamp3_Perceptual_VA",1.95507883796131,0.463196299507583,"Perceptual",4.22084295586929,5027,40.64,4.54220950068023,2.44,71.5,5034.82302703879,3.19439921406215
"40",5,"Male","2/23/24","14:25",23,1,"Lamp4_Perceptual_VA",2.16335979634022,0.680641068700974,"Perceptual",3.17841502051744,3421,40.64,6.65844569578084,2.7,71.5,3432.48523865726,4.68839802993912
"41",6,"Male","2/23/24","15:10",34,1,"Stick1_Perceptual_VA",7.16426884703724,2.36338945002999,"Perceptual",3.03135348554015,6280,14,3.45399333027635,7.7,61.5,6285.38979360867,2.37295022764419
"42",6,"Male","2/23/24","15:10",34,1,"Stick2_Perceptual_VA",9.610547548445,7.33856027190383,"Perceptual",1.30959577796746,2020,14,10.6276013401091,10.34,61.5,2036.69459114517,7.34107517941272
"43",6,"Male","2/23/24","15:10",34,1,"Stick3_Perceptual_VA",8.36983225023683,2.95223914553063,"Perceptual",2.83507935422774,5027,14,4.31199036449732,9,61.5,5033.73160365151,2.96346826953653
"44",6,"Male","2/23/24","15:10",34,1,"Stick4_Perceptual_VA",9.610547548445,4.33706574300479,"Perceptual",2.21591004562145,3421,14,6.32247066698118,10.34,61.5,3430.88412185547,4.35018743835925
"45",6,"Male","2/23/24","15:10",34,1,"Lamp1_Perceptual_VA",2.27290029227217,0.370779037156586,"Perceptual",6.13006687137032,6280,40.64,3.6386740079785,2.44,61.5,6286.26390740955,2.55799716828007
"46",6,"Male","2/23/24","15:10",34,1,"Lamp2_Perceptual_VA",2.51502055904088,1.15268412998999,"Perceptual",2.18188183007493,2020,40.64,11.1833285742305,2.7,61.5,2039.39057406864,7.90728638048713
"47",6,"Male","2/23/24","15:10",34,1,"Lamp3_Perceptual_VA",2.51502055904088,0.463196299507583,"Perceptual",5.42970779713604,5027,40.64,4.54220950068023,2.7,61.5,5034.82302703879,3.19439921406215
"48",6,"Male","2/23/24","15:10",34,1,"Lamp4_Perceptual_VA",2.51502055904088,0.680641068700974,"Perceptual",3.69507611969534,3421,40.64,6.65844569578084,2.7,61.5,3432.48523865726,4.68839802993912
"49",7,"Female","2/23/24","16:24",21,1,"Stick1_Perceptual_VA",3.79756844106824,2.36338945002999,"Perceptual",1.6068314263737,6280,14,3.45399333027635,3.05,46,6285.38979360867,2.37295022764419
"50",7,"Female","2/23/24","16:24",21,1,"Stick2_Perceptual_VA",11.1744879284087,7.33856027190383,"Perceptual",1.52270847610136,2020,14,10.6276013401091,9,46,2036.69459114517,7.34107517941272
"51",7,"Female","2/23/24","16:24",21,1,"Stick3_Perceptual_VA",5.06612767562011,2.95223914553063,"Perceptual",1.71602889396331,5027,14,4.31199036449732,4.07,46,5033.73160365151,2.96346826953653
"52",7,"Female","2/23/24","16:24",21,1,"Stick4_Perceptual_VA",6.43278161567526,4.33706574300479,"Perceptual",1.48321053838084,3421,14,6.32247066698118,5.17,46,3430.88412185547,4.35018743835925
"53",7,"Female","2/23/24","16:24",21,1,"Lamp1_Perceptual_VA",1.19569461087798,0.370779037156586,"Perceptual",3.22481718504764,6280,40.64,3.6386740079785,0.96,46,6286.26390740955,2.55799716828007
"54",7,"Female","2/23/24","16:24",21,1,"Lamp2_Perceptual_VA",2.67746756199938,1.15268412998999,"Perceptual",2.32281116078403,2020,40.64,11.1833285742305,2.15,46,2039.39057406864,7.90728638048713
"55",7,"Female","2/23/24","16:24",21,1,"Lamp3_Perceptual_VA",1.22060305031885,0.463196299507583,"Perceptual",2.63517444249113,5027,40.64,4.54220950068023,0.98,46,5034.82302703879,3.19439921406215
"56",7,"Female","2/23/24","16:24",21,1,"Lamp4_Perceptual_VA",1.79346056011619,0.680641068700974,"Perceptual",2.63495789864557,3421,40.64,6.65844569578084,1.44,46,3432.48523865726,4.68839802993912
"57",30337,"Female","3/7/24","14:18",20,1,"Stick1_Perceptual_VA",6.6769410875287,2.36338945002999,"Perceptual",2.82515481629317,6280,14,3.45399333027635,7.7,66,6285.38979360867,2.37295022764419
"58",30337,"Female","3/7/24","14:18",20,1,"Stick2_Perceptual_VA",11.2492560828918,7.33856027190383,"Perceptual",1.53289687160578,2020,14,10.6276013401091,13,66,2036.69459114517,7.34107517941272
"59",30337,"Female","3/7/24","14:18",20,1,"Stick3_Perceptual_VA",8.95804615329769,2.95223914553063,"Perceptual",3.03432266551279,5027,14,4.31199036449732,10.34,66,5033.73160365151,2.96346826953653
"60",30337,"Female","3/7/24","14:18",20,1,"Stick4_Perceptual_VA",11.2492560828918,4.33706574300479,"Perceptual",2.59374811208145,3421,14,6.32247066698118,13,66,3430.88412185547,4.35018743835925
"61",30337,"Female","3/7/24","14:18",20,1,"Lamp1_Perceptual_VA",1.05907364760119,0.370779037156586,"Perceptual",2.85634715415135,6280,40.64,3.6386740079785,1.22,66,6286.26390740955,2.55799716828007
"62",30337,"Female","3/7/24","14:18",20,1,"Lamp2_Perceptual_VA",3.29793706632949,1.15268412998999,"Perceptual",2.86109349519555,2020,40.64,11.1833285742305,3.8,66,2039.39057406864,7.90728638048713
"63",30337,"Female","3/7/24","14:18",20,1,"Lamp3_Perceptual_VA",1.4149602132169,0.463196299507583,"Perceptual",3.05477443304517,5027,40.64,4.54220950068023,1.63,66,5034.82302703879,3.19439921406215
"64",30337,"Female","3/7/24","14:18",20,1,"Lamp4_Perceptual_VA",1.86628839621584,0.680641068700974,"Perceptual",2.74195678462029,3421,40.64,6.65844569578084,2.15,66,3432.48523865726,4.68839802993912
"65",8,"Female","3/7/24","15:22",66,1,"Stick1_Perceptual_VA",4.78494655580969,2.36338945002999,"Perceptual",2.02461196386781,6280,14,3.45399333027635,6.1,73,6285.38979360867,2.37295022764419
"66",8,"Female","3/7/24","15:22",66,1,"Stick2_Perceptual_VA",10.1765203950752,7.33856027190383,"Perceptual",1.38671892278881,2020,14,10.6276013401091,13,73,2036.69459114517,7.34107517941272
"67",8,"Female","3/7/24","15:22",66,1,"Stick3_Perceptual_VA",6.03793344657877,2.95223914553063,"Perceptual",2.04520472391932,5027,14,4.31199036449732,7.7,73,5033.73160365151,2.96346826953653
"68",8,"Female","3/7/24","15:22",66,1,"Stick4_Perceptual_VA",8.10206608234819,4.33706574300479,"Perceptual",1.868098516933,3421,14,6.32247066698118,10.34,73,3430.88412185547,4.35018743835925
"69",8,"Female","3/7/24","15:22",66,1,"Lamp1_Perceptual_VA",1.49117583849202,0.370779037156586,"Perceptual",4.02173717782829,6280,40.64,3.6386740079785,1.9,73,6286.26390740955,2.55799716828007
"70",8,"Female","3/7/24","15:22",66,1,"Lamp2_Perceptual_VA",2.58964224140539,1.15268412998999,"Perceptual",2.24661915092723,2020,40.64,11.1833285742305,3.3,73,2039.39057406864,7.90728638048713
"71",8,"Female","3/7/24","15:22",66,1,"Lamp3_Perceptual_VA",1.27929096791041,0.463196299507583,"Perceptual",2.76187648578024,5027,40.64,4.54220950068023,1.63,73,5034.82302703879,3.19439921406215
"72",8,"Female","3/7/24","15:22",66,1,"Lamp4_Perceptual_VA",1.68735647370734,0.680641068700974,"Perceptual",2.47906944100173,3421,40.64,6.65844569578084,2.15,73,3432.48523865726,4.68839802993912
"73",9,"Male","3/8/24","09:12",24,1,"Stick1_Perceptual_VA",3.06760678295177,2.36338945002999,"Perceptual",1.29796922928333,6280,14,3.45399333027635,4.07,76,6285.38979360867,2.37295022764419
"74",9,"Male","3/8/24","09:12",24,1,"Stick2_Perceptual_VA",9.77680189624951,7.33856027190383,"Perceptual",1.33225067779039,2020,14,10.6276013401091,13,76,2036.69459114517,7.34107517941272
"75",9,"Male","3/8/24","09:12",24,1,"Stick3_Perceptual_VA",6.77711398144701,2.95223914553063,"Perceptual",2.29558435051132,5027,14,4.31199036449732,9,76,5033.73160365151,2.96346826953653
"76",9,"Male","3/8/24","09:12",24,1,"Stick4_Perceptual_VA",7.78325049031586,4.33706574300479,"Perceptual",1.79458900360673,3421,14,6.32247066698118,10.34,76,3430.88412185547,4.35018743835925
"77",9,"Male","3/8/24","09:12",24,1,"Lamp1_Perceptual_VA",0.723726539416115,0.370779037156586,"Perceptual",1.95190792059389,6280,40.64,3.6386740079785,0.96,76,6286.26390740955,2.55799716828007
"78",9,"Male","3/8/24","09:12",24,1,"Lamp2_Perceptual_VA",1.83933809879903,1.15268412998999,"Perceptual",1.59570002825926,2020,40.64,11.1833285742305,2.44,76,2039.39057406864,7.90728638048713
"79",9,"Male","3/8/24","09:12",24,1,"Lamp3_Perceptual_VA",0.738803762095228,0.463196299507583,"Perceptual",1.59501222889872,5027,40.64,4.54220950068023,0.98,76,5034.82302703879,3.19439921406215
"80",9,"Male","3/8/24","09:12",24,1,"Lamp4_Perceptual_VA",1.08557176724372,0.680641068700974,"Perceptual",1.59492545654874,3421,40.64,6.65844569578084,1.44,76,3432.48523865726,4.68839802993912
"81",10,"Female","3/8/24","15:35",21,1,"Stick1_Perceptual_VA",9.52728338145235,2.36338945002999,"Perceptual",4.03119485082387,6280,14,3.45399333027635,9,54,6285.38979360867,2.37295022764419
"82",10,"Female","3/8/24","15:35",21,1,"Stick2_Perceptual_VA",13.7273838292541,7.33856027190383,"Perceptual",1.87058269205886,2020,14,10.6276013401091,13,54,2036.69459114517,7.34107517941272
"83",10,"Female","3/8/24","15:35",21,1,"Stick3_Perceptual_VA",10.937742538026,2.95223914553063,"Perceptual",3.70489719797416,5027,14,4.31199036449732,10.34,54,5033.73160365151,2.96346826953653
"84",10,"Female","3/8/24","15:35",21,1,"Stick4_Perceptual_VA",11.6312530589825,4.33706574300479,"Perceptual",2.68182539721525,3421,14,6.32247066698118,11,54,3430.88412185547,4.35018743835925
"85",10,"Female","3/8/24","15:35",21,1,"Lamp1_Perceptual_VA",1.29440514759931,0.370779037156586,"Perceptual",3.49104188177894,6280,40.64,3.6386740079785,1.22,54,6286.26390740955,2.55799716828007
"86",10,"Female","3/8/24","15:35",21,1,"Lamp2_Perceptual_VA",2.58848005903914,1.15268412998999,"Perceptual",2.24561091082396,2020,40.64,11.1833285742305,2.44,54,2039.39057406864,7.90728638048713
"87",10,"Female","3/8/24","15:35",21,1,"Lamp3_Perceptual_VA",1.72935241528148,0.463196299507583,"Perceptual",3.73351949728426,5027,40.64,4.54220950068023,1.63,54,5034.82302703879,3.19439921406215
"88",10,"Female","3/8/24","15:35",21,1,"Lamp4_Perceptual_VA",2.01575467142859,0.680641068700974,"Perceptual",2.96155310650843,3421,40.64,6.65844569578084,1.9,54,3432.48523865726,4.68839802993912
"89",11,"Male","3/13/24","14:09",22,1,"Stick1_Perceptual_VA",5.16557403242697,2.36338945002999,"Perceptual",2.1856634895114,6280,14,3.45399333027635,4.15,46,6285.38979360867,2.37295022764419
"90",11,"Male","3/13/24","14:09",22,1,"Stick2_Perceptual_VA",13.6364291433037,7.33856027190383,"Perceptual",1.85818861439508,2020,14,10.6276013401091,11,46,2036.69459114517,7.34107517941272
"91",11,"Male","3/13/24","14:09",22,1,"Stick3_Perceptual_VA",6.43278161567526,2.95223914553063,"Perceptual",2.17895004387223,5027,14,4.31199036449732,5.17,46,5033.73160365151,2.96346826953653
"92",11,"Male","3/13/24","14:09",22,1,"Stick4_Perceptual_VA",9.56851448843483,4.33706574300479,"Perceptual",2.20621845630719,3421,14,6.32247066698118,7.7,46,3430.88412185547,4.35018743835925
"93",11,"Male","3/13/24","14:09",22,1,"Lamp1_Perceptual_VA",1.51949465365048,0.370779037156586,"Perceptual",4.09811370487155,6280,40.64,3.6386740079785,1.22,46,6286.26390740955,2.55799716828007
"94",11,"Male","3/13/24","14:09",22,1,"Lamp2_Perceptual_VA",4.10858793239121,1.15268412998999,"Perceptual",3.5643658357879,2020,40.64,11.1833285742305,3.3,46,2039.39057406864,7.90728638048713
"95",11,"Male","3/13/24","14:09",22,1,"Lamp3_Perceptual_VA",1.79346056011619,0.463196299507583,"Perceptual",3.87192333363369,5027,40.64,4.54220950068023,1.44,46,5034.82302703879,3.19439921406215
"96",11,"Male","3/13/24","14:09",22,1,"Lamp4_Perceptual_VA",2.67746756199938,0.680641068700974,"Perceptual",3.93374376763573,3421,40.64,6.65844569578084,2.15,46,3432.48523865726,4.68839802993912
"97",12,"Female","3/13/24","15:12",18,1,"Stick1_Perceptual_VA",3.71397221878404,2.36338945002999,"Perceptual",1.57146009885798,6280,14,3.45399333027635,4.15,64,6285.38979360867,2.37295022764419
"98",12,"Female","3/13/24","15:12",18,1,"Stick2_Perceptual_VA",6.16230166619986,7.33856027190383,"Perceptual",0.839715344410625,2020,14,10.6276013401091,6.89,64,2036.69459114517,7.34107517941272
"99",12,"Female","3/13/24","15:12",18,1,"Stick3_Perceptual_VA",4.6259102082723,2.95223914553063,"Perceptual",1.56691581550073,5027,14,4.31199036449732,5.17,64,5033.73160365151,2.96346826953653
"100",12,"Female","3/13/24","15:12",18,1,"Stick4_Perceptual_VA",6.16230166619986,4.33706574300479,"Perceptual",1.42084580482529,3421,14,6.32247066698118,6.89,64,3430.88412185547,4.35018743835925
"101",12,"Female","3/13/24","15:12",18,1,"Lamp1_Perceptual_VA",0.877324481678558,0.370779037156586,"Perceptual",2.36616527300612,6280,40.64,3.6386740079785,0.98,64,6286.26390740955,2.55799716828007
"102",12,"Female","3/13/24","15:12",18,1,"Lamp2_Perceptual_VA",1.45917301262444,1.15268412998999,"Perceptual",1.26589147422123,2020,40.64,11.1833285742305,1.63,64,2039.39057406864,7.90728638048713
"103",12,"Female","3/13/24","15:12",18,1,"Lamp3_Perceptual_VA",1.09216772520983,0.463196299507583,"Perceptual",2.35789389157664,5027,40.64,4.54220950068023,1.22,64,5034.82302703879,3.19439921406215
"104",12,"Female","3/13/24","15:12",18,1,"Lamp4_Perceptual_VA",1.45917301262444,0.680641068700974,"Perceptual",2.14382158192323,3421,40.64,6.65844569578084,1.63,64,3432.48523865726,4.68839802993912
"105",13,"Female","3/13/24","16:17",24,1,"Stick1_Perceptual_VA",9.96067333596166,2.36338945002999,"Perceptual",4.21457129540595,6280,14,3.45399333027635,6.1,35,6285.38979360867,2.37295022764419
"106",13,"Female","3/13/24","16:17",24,1,"Stick2_Perceptual_VA",14.6528133203391,7.33856027190383,"Perceptual",1.99668773947914,2020,14,10.6276013401091,9,35,2036.69459114517,7.34107517941272
"107",13,"Female","3/13/24","16:17",24,1,"Stick3_Perceptual_VA",9.96067333596166,2.95223914553063,"Perceptual",3.373938507333,5027,14,4.31199036449732,6.1,35,5033.73160365151,2.96346826953653
"108",13,"Female","3/13/24","16:17",24,1,"Stick4_Perceptual_VA",14.6528133203391,4.33706574300479,"Perceptual",3.37850846369402,3421,14,6.32247066698118,9,35,3430.88412185547,4.35018743835925
"109",13,"Female","3/13/24","16:17",24,1,"Lamp1_Perceptual_VA",1.60417702561128,0.370779037156586,"Perceptual",4.32650410312654,6280,40.64,3.6386740079785,0.98,35,6286.26390740955,2.55799716828007
"110",13,"Female","3/13/24","16:17",24,1,"Lamp2_Perceptual_VA",3.10957882152719,1.15268412998999,"Perceptual",2.69768511652381,2020,40.64,11.1833285742305,1.9,35,2039.39057406864,7.90728638048713
"111",13,"Female","3/13/24","16:17",24,1,"Lamp3_Perceptual_VA",1.9969649918728,0.463196299507583,"Perceptual",4.31127147171888,5027,40.64,4.54220950068023,1.22,35,5034.82302703879,3.19439921406215
"112",13,"Female","3/13/24","16:17",24,1,"Lamp4_Perceptual_VA",2.66786417897555,0.680641068700974,"Perceptual",3.91963444707686,3421,40.64,6.65844569578084,1.63,35,3432.48523865726,4.68839802993912
"113",14,"Female","4/16/24","13:14",33,1,"Stick1_Perceptual_VA",6.12581160273117,2.36338945002999,"Perceptual",2.59196028934353,6280,14,3.45399333027635,6.1,57,6285.38979360867,2.37295022764419
"114",14,"Female","4/16/24","13:14",33,1,"Stick2_Perceptual_VA",10.3652931058766,7.33856027190383,"Perceptual",1.41244232135843,2020,14,10.6276013401091,10.34,57,2036.69459114517,7.34107517941272
"115",14,"Female","4/16/24","13:14",33,1,"Stick3_Perceptual_VA",6.91733857930066,2.95223914553063,"Perceptual",2.34308206019582,5027,14,4.31199036449732,6.89,57,5033.73160365151,2.96346826953653
"116",14,"Female","4/16/24","13:14",33,1,"Stick4_Perceptual_VA",10.3652931058766,4.33706574300479,"Perceptual",2.389932207644,3421,14,6.32247066698118,10.34,57,3430.88412185547,4.35018743835925
"117",14,"Female","4/16/24","13:14",33,1,"Lamp1_Perceptual_VA",1.22628390640326,0.370779037156586,"Perceptual",3.30731725236499,6280,40.64,3.6386740079785,1.22,57,6286.26390740955,2.55799716828007
"118",14,"Female","4/16/24","13:14",33,1,"Lamp2_Perceptual_VA",2.16090041902653,1.15268412998999,"Perceptual",1.87466831788974,2020,40.64,11.1833285742305,2.15,57,2039.39057406864,7.90728638048713
"119",14,"Female","4/16/24","13:14",33,1,"Lamp3_Perceptual_VA",1.90968250774438,0.463196299507583,"Perceptual",4.12283627864586,5027,40.64,4.54220950068023,1.9,57,5034.82302703879,3.19439921406215
"120",14,"Female","4/16/24","13:14",33,1,"Lamp4_Perceptual_VA",2.45228701198675,0.680641068700974,"Perceptual",3.60290779495134,3421,40.64,6.65844569578084,2.44,57,3432.48523865726,4.68839802993912
"121",15,"Female","4/16/24","14:12",27,1,"Stick1_Perceptual_VA",9.61590792606094,2.36338945002999,"Perceptual",4.06869376773215,6280,14,3.45399333027635,9,53.5,6285.38979360867,2.37295022764419
"122",15,"Female","4/16/24","14:12",27,1,"Stick2_Perceptual_VA",11.0393360375014,7.33856027190383,"Perceptual",1.50429179954633,2020,14,10.6276013401091,10.34,53.5,2036.69459114517,7.34107517941272
"123",15,"Female","4/16/24","14:12",27,1,"Stick3_Perceptual_VA",8.23211769264195,2.95223914553063,"Perceptual",2.78843186030661,5027,14,4.31199036449732,7.7,53.5,5033.73160365151,2.96346826953653
"124",15,"Female","4/16/24","14:12",27,1,"Stick4_Perceptual_VA",9.61590792606094,4.33706574300479,"Perceptual",2.21714599128923,3421,14,6.32247066698118,9,53.5,3430.88412185547,4.35018743835925
"125",15,"Female","4/16/24","14:12",27,1,"Lamp1_Perceptual_VA",1.30650134849125,0.370779037156586,"Perceptual",3.52366562713602,6280,40.64,3.6386740079785,1.22,53.5,6286.26390740955,2.55799716828007
"126",15,"Female","4/16/24","14:12",27,1,"Lamp2_Perceptual_VA",2.30223086573137,1.15268412998999,"Perceptual",1.99727818387798,2020,40.64,11.1833285742305,2.15,53.5,2039.39057406864,7.90728638048713
"127",15,"Female","4/16/24","14:12",27,1,"Lamp3_Perceptual_VA",1.74551209902246,0.463196299507583,"Perceptual",3.76840683070674,5027,40.64,4.54220950068023,1.63,53.5,5034.82302703879,3.19439921406215
"128",15,"Female","4/16/24","14:12",27,1,"Lamp4_Perceptual_VA",2.03458955947317,0.680641068700974,"Perceptual",2.9892253832938,3421,40.64,6.65844569578084,1.9,53.5,3432.48523865726,4.68839802993912
"129",16,"Male","4/18/24","16:00",28,1,"Stick1_Perceptual_VA",6.57224949843447,2.36338945002999,"Perceptual",2.78085759346648,6280,14,3.45399333027635,6.89,60,6285.38979360867,2.37295022764419
"130",16,"Male","4/18/24","16:00",28,1,"Stick2_Perceptual_VA",10.474952133625,7.33856027190383,"Perceptual",1.42738517440936,2020,14,10.6276013401091,11,60,2036.69459114517,7.34107517941272
